VideoID,Valence,Veracity,Sex,Race,VidLength_ms,VidLength_sec,WordCount,Accuracy,TruthProp,Attractive,Trustworthy,Anxious,Transcription
WM024_3NT,0,1,1,1,40566,40.57,81,0.81,0.81,4.24,4.67,2.43,"I really don’t like this guy that I go to school with and that I know from back home, uh, who is just not really a good person. He constantly lies and constantly makes people feel bad, um, for him, um, and he just, uh, gets very, very jealous. Me and him share a friend and, uh, he constantly, uh, puts me down and, um, lies to my-my friend, uh, about me and, um, just lies about a lot of things."
WM024_4PL,1,0,1,1,37933,37.93,123,0.32,0.68,4,4.47,2.37,"I really like this guy I go to school with, uh, because I know him from back home. And I know that he’s a very, very honest and, um, just a good guy. He is kind of in my friends’ group from back home and kind of brings all of the friends together. Um. Whenever there’s a fight, he breaks it up. Whenever, uh, anybody’s not getting along, uh, he seems to fix the problem. He’s just always looking out for, um, everyone else and, uh, is just always been good to our, uh, group of friends and it’s cool because now me and him are at school together so now, you know, we get to hang out, uh, here and at home."
WM026_1PT,1,1,1,1,40332,40.33,116,0.5,0.5,3.6,4.1,4.1,"Um, my brother’s a really cool guy, um, one of the most interesting people I know. Uh, he’s always, uh, looking to do new, adventurous things. He’ll, he’ll pretty much try anything once. Um. He actually lives out West so now I can’t wait to go see him in a few months. Uh. He’s one of the funniest people I know. Uh. Always, literally always laughing at anything, uh, as simple as some-anything that someone says or, uh, just a, man, a funny joke, um, uh, he’s, he’s a really gregarious soul and if you’re, you’re never met him before and you’re meeting him, he’ll come up and shake your hand, say “hi, how you doin’?”"
WM026_2NL,0,0,1,1,38799,38.8,117,0.16,0.84,3.37,4.32,2.63,"My older brother’s a real jerk. Uh. He, he never returns my calls, he never talks to my mom or my dad or my other brother. Uh. He mostly spends a lot of time with his girlfriend, a-at work, uh, not a very nice guy. He’s ne- he’s always in his own little world, he don’t really care about the rest of his family or friends. He’s pretty, uh, pretty miserable. Um. All around just a real low class guy. Not a very nice guy. Um. Like I haven’t seen him in a couple years. He, uh, he doesn’t spend a lot of time with family obviously so, he’s a, pretty much a non-factor in my life."
WM026_3NT,0,1,1,1,38932,38.93,150,0.38,0.38,3.48,4.14,3.48,"My one roommate is real, a jerk. I-I-we dislike him a lot. Yeah. He, first of all, he’s never home and when he is home he’s always complaining about how messy it is but never cleans. He’s always telling me to clean. Um. Especially dishes. He’s alw- he always cooks the grossest food and just does not clean his dishes and expects me to clean up his dishes. It’s unacceptable. Same with the living room. He’s never in the living room, he’s always holed up in his room, his own room, and never spends any time out there and when he does come out to say “oh did you clean this up? It’s, it’s a pigsty, you should clean it up” and it’s really annoying. Don’t really like him that much. Plus, he’s in charge of the bills and it’s really annoying when he hunts me down to pay bills."
WM026_4PL,1,0,1,1,41899,41.9,102,0.5,0.5,4.15,4.2,3.55,"He’s a really good guy. Uh. He’s always cleaning the apartment. He’s always home, like always taking care of the h, the household things. He’s in charge of the bills, um, he’s really nice when, uh, he comes to ask me for money, for money for bills. It’s always on time. It’s always uh, it’s always, uh, a nice interaction. Possibly an unpleasant one. He’s always doing his own dishes and my dishes too actually. Uh, I mean, h-h-he sometimes makes some really nice dishes and, um, he cooks and cleans for us sometimes which really nice. Really good roommate all around."
WM027_1PT,1,1,1,1,33732,33.73,86,0.47,0.47,4.26,4.11,1.79,"My roommate is a great guy. There is many great qualities about him. He is very dependable. He has driven me to the hospital more than once and for that I am thankful. I don’t know anyone who doesn’t like him. He is arguably a very spiffy dresser when he tries to be. Uh. Very happy. Almost all of the time. If you’re in a, a bad mood he will make it so you feel better which is a good quality to have in a roommate."
WM027_2NL,0,0,1,1,41566,41.57,87,0.45,0.55,3.82,4.27,2.55,"My roommate is insufferable. He is, uh, completely terrible person. It’s not so much that I am denying his good qualities as much as I’m sure he doesn’t have any. One of the messiest people I’ve ever met in my life. Uh. Dishes in the sink at all times. He has never cleaned anything and I always have to pick up after him. He’ll listen to loud music every night, it’s like he doesn’t sleep. It drives me insane. Not only that he’s mean. So, so mean."
WM027_3NT,0,1,1,1,32132,32.13,84,0.5,0.5,4.18,4.32,3,"My cousin is a terrible person. She makes me regret almost every Christmas I’ve spent with my extended family. One of the most socially awkward people I’ve met in my life and I’ve met a significant amount of people. She drinks too much and she constantly insults everyone around her: her own siblings, me, it is not, Christmas is a time for love and joy and not for insulting your own family members. I just, and she just looks like she hates being there."
WM027_4PL,1,0,1,1,36932,36.93,109,0.18,0.82,3.95,4.68,2.23,"I have a cousin who can literally make me smile before she even says anything. She brightens every room she walks into.  She’s probably the number one reason I love going to, uh, Christmas in Michigan with my extended family is that because she’ll be there. She, I’m not even sure what it is, it’s kind of just her presence that makes you feel better about everything in your life to be honest. She’ll sit and talk with you for hours at a time: during Christmas, during break about anything really and she always has such great advice. I, one of the nicest people I think I’ve ever met."
